page,image_path,separator_bbox,line_index,line_bbox,line_text,emitted_as_body,suggested_previous_page,suggested_previous_note_xml_id,suggested_previous_n,previous_note_tail,candidate_strength,reason
562,ocr/beck2020_fresh/images/beck-0562.png,310 1355 1214 1357,27,237 1453 1299 1503,JOPLosTaPDAOV Caper IL 173.,true,,,,,weak,below footnote rule without a printed note label
562,ocr/beck2020_fresh/images/beck-0562.png,310 1355 1214 1357,28,246 1501 1367 1543,παγκράτιον Sea daffodil IL172 —,true,,,,,weak,below footnote rule without a printed note label
563,ocr/beck2020_fresh/images/beck-0563.png,192 1354 1464 1358,25,166 1404 647 1447,|Bryonia dioica Jacq. (À. p. 179),true,,,,,weak,below footnote rule without a printed note label
563,ocr/beck2020_fresh/images/beck-0563.png,192 1354 1464 1358,26,163 1448 643 1505,|Capparis spinosa L. (A. p. 179),true,,,,,weak,below footnote rule without a printed note label
563,ocr/beck2020_fresh/images/beck-0563.png,192 1354 1464 1358,27,170 1509 728 1543,Pancratium maritimum L. (A. p. 187).,true,,,,,weak,below footnote rule without a printed note label
564,ocr/beck2020_fresh/images/beck-0564.png,293 1355 1106 1357,25,240 1361 1277 1405,"περδίκιον uu Pellitory IV, 85",true,,,,,weak,below footnote rule without a printed note label
564,ocr/beck2020_fresh/images/beck-0564.png,293 1355 1106 1357,26,237 1399 1279 1455,"mepuckóuevov Honeysuckle IV, 14",true,,,,,weak,below footnote rule without a printed note label
564,ocr/beck2020_fresh/images/beck-0564.png,293 1355 1106 1357,27,241 1462 1277 1497,"περισσόν Thorn apple __ IV, 73",true,,,,,weak,below footnote rule without a printed note label
564,ocr/beck2020_fresh/images/beck-0564.png,293 1355 1106 1357,28,241 1501 1357 1544,"REPLOTEPEOV Holy vervain IV,60",true,,,,,weak,below footnote rule without a printed note label
565,ocr/beck2020_fresh/images/beck-0565.png,185 1353 1468 1357,25,171 1415 636 1449,Lonicera etrusca L. (A. p. 192),true,,,,,weak,below footnote rule without a printed note label
565,ocr/beck2020_fresh/images/beck-0565.png,185 1353 1468 1357,26,168 1451 506 1487,Datura stramonium L.,true,,,,,weak,below footnote rule without a printed note label
565,ocr/beck2020_fresh/images/beck-0565.png,185 1353 1468 1357,27,170 1495 667 1554,Verbena offi cinalis L. (A. p. 193),true,,,,,weak,below footnote rule without a printed note label
566,ocr/beck2020_fresh/images/beck-0566.png,241 1358 1409 1363,25,251 1370 1288 1410,"πολυγόνατον —. |Tuberous thistle Ti, 19",true,,,,,weak,below footnote rule without a printed note label
566,ocr/beck2020_fresh/images/beck-0566.png,241 1358 1409 1363,26,251 1417 1271 1459,"πολυγονοειδές _ Periwinkle IV, 7",true,,,,,weak,below footnote rule without a printed note label
566,ocr/beck2020_fresh/images/beck-0566.png,241 1358 1409 1363,27,252 1456 1297 1507,"πολύγονον Polygonon V, 106",true,,,,,weak,below footnote rule without a printed note label
566,ocr/beck2020_fresh/images/beck-0566.png,241 1358 1409 1363,28,253 1514 1274 1554,"πολύγονον ἄρρεν ᾿ __|Knotgrass IV, 4",true,,,,,weak,below footnote rule without a printed note label
567,ocr/beck2020_fresh/images/beck-0567.png,266 1363 988 1366,19,184 1413 1473 1466,Vinca minor L. (A. p. 204)] |,true,,,,,weak,below footnote rule without a printed note label
567,ocr/beck2020_fresh/images/beck-0567.png,266 1363 988 1366,20,182 1459 1245 1503,"See Diosc. Bk. V, 106, n. 43",true,,,,,weak,below footnote rule without a printed note label
567,ocr/beck2020_fresh/images/beck-0567.png,266 1363 988 1366,21,177 1507 1473 1558,Polygonum aviculare L.(A.p.204) ὁ |,true,,,,,weak,below footnote rule without a printed note label
568,ocr/beck2020_fresh/images/beck-0568.png,317 1356 1316 1360,25,240 1364 1262 1406,"ῥά Rhubarb Tl, 2",true,,,,,weak,below footnote rule without a printed note label
568,ocr/beck2020_fresh/images/beck-0568.png,317 1356 1316 1360,26,246 1412 1396 1456,"ῥάμνος D Boxthorn I, 90 ΝΕ",true,,,,,weak,below footnote rule without a printed note label
568,ocr/beck2020_fresh/images/beck-0568.png,317 1356 1316 1360,27,236 1459 1396 1508,"ἰῥαφανίς m .. |Radish.. II, 112 ΝΕ",true,,,,,weak,below footnote rule without a printed note label
568,ocr/beck2020_fresh/images/beck-0568.png,317 1356 1316 1360,28,247 1503 1398 1552,"ῥάφανος ἀγρία Tuberous spurge | IV, 175 (|",true,,,,,weak,below footnote rule without a printed note label
569,ocr/beck2020_fresh/images/beck-0569.png,309 1353 1440 1360,23,184 1407 699 1448,(Rhamnus cathartica L. (A. p. 217),true,,,,,weak,below footnote rule without a printed note label
569,ocr/beck2020_fresh/images/beck-0569.png,309 1353 1440 1360,24,183 1451 540 1501,Raphanus sativus (LSJ),true,,,,,weak,below footnote rule without a printed note label
569,ocr/beck2020_fresh/images/beck-0569.png,309 1353 1440 1360,25,183 1499 648 1555,Euphorbia apios L. (A. p. 216),true,,,,,weak,below footnote rule without a printed note label
570,ocr/beck2020_fresh/images/beck-0570.png,231 1355 1398 1360,25,242 1366 1286 1402,"σέλινον κηπαῖον Celery, Garden II], 64",true,,,,,weak,below footnote rule without a printed note label
570,ocr/beck2020_fresh/images/beck-0570.png,231 1355 1398 1360,26,242 1414 1295 1449,"σεράπιας. Orchid, Another WH, 127",true,,,,,weak,below footnote rule without a printed note label
570,ocr/beck2020_fresh/images/beck-0570.png,231 1355 1398 1360,27,242 1461 1283 1502,"σέρις Chicory IL, 132",true,,,,,weak,below footnote rule without a printed note label
570,ocr/beck2020_fresh/images/beck-0570.png,231 1355 1398 1360,28,242 1510 1284 1545,"σέρις Endive IL, 132",true,,,,,weak,below footnote rule without a printed note label
571,ocr/beck2020_fresh/images/beck-0571.png,180 1353 1455 1359,18,188 1365 672 1400,Apium graveolens L. (A. p. 234),true,,,,,weak,below footnote rule without a printed note label
571,ocr/beck2020_fresh/images/beck-0571.png,180 1353 1455 1359,19,192 1413 672 1447,Orchis morio L. sp. (A. p. 236),true,,,,,weak,below footnote rule without a printed note label
571,ocr/beck2020_fresh/images/beck-0571.png,180 1353 1455 1359,20,192 1461 671 1495,Cichorium endivia L. (A. p.236),true,,,,,weak,below footnote rule without a printed note label
571,ocr/beck2020_fresh/images/beck-0571.png,180 1353 1455 1359,21,192 1509 601 1543,Cichorium endivia L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
572,ocr/beck2020_fresh/images/beck-0572.png,733 1360 1377 1363,25,246 1367 1277 1410,"σισύβριον L Bergamot mint Til, 41",true,,,,,weak,below footnote rule without a printed note label
572,ocr/beck2020_fresh/images/beck-0572.png,733 1360 1377 1363,26,247 1415 1288 1457,"σισύμβριον Water cress IL, 128",true,,,,,weak,below footnote rule without a printed note label
572,ocr/beck2020_fresh/images/beck-0572.png,733 1360 1377 1363,27,248 1464 1303 1507,"σκαμμωνία 7 Scammony IV, 170",true,,,,,weak,below footnote rule without a printed note label
572,ocr/beck2020_fresh/images/beck-0572.png,733 1360 1377 1363,28,248 1510 1288 1552,"σκάνδιξ Wild chervil I, 138",true,,,,,weak,below footnote rule without a printed note label
573,ocr/beck2020_fresh/images/beck-0573.png,172 1355 1468 1360,25,171 1413 758 1449,Nasturtium officinale R. Br. (A. p. 241),true,,,,,weak,below footnote rule without a printed note label
573,ocr/beck2020_fresh/images/beck-0573.png,172 1355 1468 1360,26,170 1454 748 1496,Convolvulus scammonia L. (A. p. 228),true,,,,,weak,below footnote rule without a printed note label
573,ocr/beck2020_fresh/images/beck-0573.png,172 1355 1468 1360,27,168 1498 734 1549,IScandix pecten-Veneris L. (A. p. 229),true,,,,,weak,below footnote rule without a printed note label
574,ocr/beck2020_fresh/images/beck-0574.png,243 1354 1360 1357,26,254 1403 1260 1453,"σταφυλή m Grape V,3",true,,,,,weak,below footnote rule without a printed note label
574,ocr/beck2020_fresh/images/beck-0574.png,243 1354 1360 1357,27,248 1452 1290 1500,"'σταφυλῖνος ἄγριος ᾿ ... jCarrot, Wild Ii, 52",true,,,,,weak,below footnote rule without a printed note label
574,ocr/beck2020_fresh/images/beck-0574.png,243 1354 1360 1357,28,249 1495 1290 1552,"σταφυλῖνος K κηπευτός m ... Carrot, Cultivated ἢ III, 52",true,,,,,weak,below footnote rule without a printed note label
575,ocr/beck2020_fresh/images/beck-0575.png,183 1356 1490 1362,18,193 1368 776 1403,Delphinium staphisagria L. (A. p. 248),true,,,,,weak,below footnote rule without a printed note label
575,ocr/beck2020_fresh/images/beck-0575.png,183 1356 1490 1362,19,193 1456 1005 1500,Daucus guttatus L. (LSJ; see also A. pp. 57 and 248)),true,,,,,weak,below footnote rule without a printed note label
575,ocr/beck2020_fresh/images/beck-0575.png,183 1356 1490 1362,20,193 1504 699 1547,Daucus carota L. (A. p. 248):,true,,,,,weak,below footnote rule without a printed note label
576,ocr/beck2020_fresh/images/beck-0576.png,310 1356 1408 1361,25,248 1365 1262 1408,lXwoo Mastic L 70,true,,,,,weak,below footnote rule without a printed note label
576,ocr/beck2020_fresh/images/beck-0576.png,310 1356 1408 1361,26,247 1417 1261 1455,loyoivog —.. Camel hay L 17,true,,,,,weak,below footnote rule without a printed note label
576,ocr/beck2020_fresh/images/beck-0576.png,310 1356 1408 1361,27,247 1460 1261 1507,ἰσχοῖνος Ἀραβική.. |Camel hay L17,true,,,,,weak,below footnote rule without a printed note label
576,ocr/beck2020_fresh/images/beck-0576.png,310 1356 1408 1361,28,243 1498 1261 1554,"loxoivoc ἐν NoPatoig —; / |Camel hay 1,17",true,,,,,weak,below footnote rule without a printed note label
578,ocr/beck2020_fresh/images/beck-0578.png,295 1356 1344 1362,26,250 1400 1295 1458,"cpryopavés. Caper IT, 173",true,,,,,weak,below footnote rule without a printed note label
578,ocr/beck2020_fresh/images/beck-0578.png,295 1356 1344 1362,27,250 1465 1310 1505,"τριχομαές. 0 Waterwort — IV, 135",true,,,,,weak,below footnote rule without a printed note label
578,ocr/beck2020_fresh/images/beck-0578.png,295 1356 1344 1362,28,246 1498 1405 1555,"ΪΤρωγλοδυτική ὁ m Myrrh | I, 64 ΝΕ",true,,,,,weak,below footnote rule without a printed note label
579,ocr/beck2020_fresh/images/beck-0579.png,219 1363 1475 1369,25,173 1410 481 1463,Capparis spinosa L.,true,,,,,weak,below footnote rule without a printed note label
579,ocr/beck2020_fresh/images/beck-0579.png,219 1363 1475 1369,26,176 1462 740 1506,|Asplenium trichomanes L. (A. p. 264),true,,,,,weak,below footnote rule without a printed note label
580,ocr/beck2020_fresh/images/beck-0580.png,268 1360 1392 1364,25,237 1371 1246 1410,φλόμος Ἰδαῖος u Elecampane L28,true,,,,,weak,below footnote rule without a printed note label
580,ocr/beck2020_fresh/images/beck-0580.png,268 1360 1392 1364,26,237 1405 1286 1458,"φλονῖτις. E Stone bugloss TH, 131",true,,,,,weak,below footnote rule without a printed note label
580,ocr/beck2020_fresh/images/beck-0580.png,268 1360 1392 1364,27,233 1452 1265 1509,"φοῖνιξ u Date palm 1, 109",true,,,,,weak,below footnote rule without a printed note label
580,ocr/beck2020_fresh/images/beck-0580.png,268 1360 1392 1364,28,237 1505 1272 1553,"φοῖνιξ - Rye grass IV, 43",true,,,,,weak,below footnote rule without a printed note label
581,ocr/beck2020_fresh/images/beck-0581.png,188 1354 1422 1359,26,168 1405 676 1447,lOnosma echinoides L. (A. p. 197),true,,,,,weak,below footnote rule without a printed note label
581,ocr/beck2020_fresh/images/beck-0581.png,188 1354 1422 1359,27,168 1453 597 1496,[Phoenix dactylifera L. (LSJ),true,,,,,weak,below footnote rule without a printed note label
581,ocr/beck2020_fresh/images/beck-0581.png,188 1354 1422 1359,28,168 1501 630 1544,ILollium perenne L. (A. p. 197),true,,,,,weak,below footnote rule without a printed note label
582,ocr/beck2020_fresh/images/beck-0582.png,259 1355 1397 1359,25,238 1362 1297 1406,"χελιδόνιον Bryony TV, 182",true,,,,,weak,below footnote rule without a printed note label
582,ocr/beck2020_fresh/images/beck-0582.png,259 1355 1397 1359,26,238 1411 1283 1453,"χελιδόνιον τὸ μέγα Celandine II, 180",true,,,,,weak,below footnote rule without a printed note label
582,ocr/beck2020_fresh/images/beck-0582.png,259 1355 1397 1359,27,238 1453 1279 1496,χελιδόνιον TO μικρόν Pilewort | IL 181,true,,,,,weak,below footnote rule without a printed note label
582,ocr/beck2020_fresh/images/beck-0582.png,259 1355 1397 1359,28,238 1501 1260 1550,"χιλιοδύναμον |Jacob's ladder IV, 8",true,,,,,weak,below footnote rule without a printed note label
583,ocr/beck2020_fresh/images/beck-0583.png,187 1355 1481 1361,25,186 1367 644 1403,Bryonia dioica Jacq. (A. p. 62),true,,,,,weak,below footnote rule without a printed note label
583,ocr/beck2020_fresh/images/beck-0583.png,187 1355 1481 1361,26,186 1407 703 1450,Chelidonium majus L. (A. p.62) -,true,,,,,weak,below footnote rule without a printed note label
583,ocr/beck2020_fresh/images/beck-0583.png,187 1355 1481 1361,27,185 1463 640 1497,Ficaria verna Huds. (A. p. 62),true,,,,,weak,below footnote rule without a printed note label
583,ocr/beck2020_fresh/images/beck-0583.png,187 1355 1481 1361,28,185 1498 1171 1555,|Polemonium caeruleum L. or Hypericum olympicum L. (A. p.203),true,,,,,weak,below footnote rule without a printed note label
586,ocr/beck2020_fresh/images/beck-0586.png,157 1335 1228 1338,21,165 1353 548 1386,Aegilops ovata L. (A. p. 6),true,,,,,weak,below footnote rule without a printed note label
586,ocr/beck2020_fresh/images/beck-0586.png,157 1335 1228 1338,22,165 1408 653 1441,Agrimonia eupatoria L. (A. p. 99),true,,,,,weak,below footnote rule without a printed note label
586,ocr/beck2020_fresh/images/beck-0586.png,157 1335 1228 1338,23,165 1462 668 1495,Agrostemma githago L. (A. p. 149),true,,,,,weak,below footnote rule without a printed note label
586,ocr/beck2020_fresh/images/beck-0586.png,157 1335 1228 1338,24,165 1516 594 1549,Ajuga chia Schreb. (A. p. 60),true,,,,,weak,below footnote rule without a printed note label
587,ocr/beck2020_fresh/images/beck-0587.png,234 1336 1454 1340,22,173 1354 1337 1397,"Loty Quy Haver grass IV, 137",true,,,,,weak,below footnote rule without a printed note label
587,ocr/beck2020_fresh/images/beck-0587.png,234 1336 1454 1340,23,181 1408 1317 1449,"Εὐπατόριος Agrimony IV, 41",true,,,,,weak,below footnote rule without a printed note label
587,ocr/beck2020_fresh/images/beck-0587.png,234 1336 1454 1340,24,181 1465 1333 1503,"λυχνὶς ἀγρία ᾿ Com cockle IH, 101",true,,,,,weak,below footnote rule without a printed note label
587,ocr/beck2020_fresh/images/beck-0587.png,234 1336 1454 1340,25,177 1518 1334 1560,"ἰχαμαίπιτυς Ground pine III, 158",true,,,,,weak,below footnote rule without a printed note label
588,ocr/beck2020_fresh/images/beck-0588.png,398 1343 895 1344,21,175 1360 625 1399,Anagallis arvensis L. (A. p. 65),true,,,,,weak,below footnote rule without a printed note label
588,ocr/beck2020_fresh/images/beck-0588.png,398 1343 895 1344,22,176 1415 708 1449,Anagallis caerulea Schreb. (A. p. 15),true,,,,,weak,below footnote rule without a printed note label
588,ocr/beck2020_fresh/images/beck-0588.png,398 1343 895 1344,23,176 1469 726 1508,Anagallis phoenicea Scop. (A. p. 15),true,,,,,weak,below footnote rule without a printed note label
588,ocr/beck2020_fresh/images/beck-0588.png,398 1343 895 1344,24,173 1524 589 1562,Anagyris foetida L. (A. p. 4),true,,,,,weak,below footnote rule without a printed note label
589,ocr/beck2020_fresh/images/beck-0589.png,244 1345 1380 1348,22,173 1362 1317 1405,"κιχόριον Pimpernel Il, 178",true,,,,,weak,below footnote rule without a printed note label
589,ocr/beck2020_fresh/images/beck-0589.png,244 1345 1380 1348,23,175 1416 1317 1458,ἀναγαλλὶς θήλεια Pimpernel IL 178,true,,,,,weak,below footnote rule without a printed note label
589,ocr/beck2020_fresh/images/beck-0589.png,244 1345 1380 1348,24,175 1470 1445 1515,ἀναγαλλὶς ἄρρην. {Pimpernel — IL 178 |,true,,,,,weak,below footnote rule without a printed note label
590,ocr/beck2020_fresh/images/beck-0590.png,196 1334 1342 1346,20,168 1353 676 1390,Aristolochia clematitis L. (A. p. 25),true,,,,,weak,below footnote rule without a printed note label
590,ocr/beck2020_fresh/images/beck-0590.png,196 1334 1342 1346,21,168 1409 531 1443,Aristolochia L. (A. p. 25),true,,,,,weak,below footnote rule without a printed note label
590,ocr/beck2020_fresh/images/beck-0590.png,196 1334 1342 1346,22,165 1462 620 1503,|Aristolochia longa L. (A. p.25),true,,,,,weak,below footnote rule without a printed note label
590,ocr/beck2020_fresh/images/beck-0590.png,196 1334 1342 1346,23,167 1517 620 1553,Aristolochia longa L. (A. p. 25),true,,,,,weak,below footnote rule without a printed note label
591,ocr/beck2020_fresh/images/beck-0591.png,153 1387 1423 1397,23,163 1408 1282 1452,ἀριστολοχεία Birthwort ΠῚ. 4,true,,,,,weak,below footnote rule without a printed note label
